22.3695,69.8435,1
22.2793,70.7770,2
22.4712,70.0493,3
18.9675,72.8198,4
18.9945,72.8238,5
19.0128,72.8280,6
19.0540,72.8865,7
19.0559,72.8334,8
19.0616,72.8599,9
19.0857,72.8881,10
19.0888,72.8376,11
19.0999,72.9172,12
19.1079,72.8836,13
19.1154,72.8343,14
19.1848,72.8347,15
19.2031,72.9648,16
19.2083,72.9711,17
19.2218,72.9772,18
19.2238,72.8499,19
19.2958,72.8488,20
19.4554,72.8040,21
21.1447,72.7576,22
21.1755,72.8176,23
21.1937,72.7985,24
21.2097,72.8493,25
21.7489,72.1369,26
23.0223,72.5569,27
23.0400,72.5310,28
23.0682,72.5751,29
18.5038,73.9006,30
18.5044,73.8332,31
18.5182,73.9346,32
18.5510,73.9376,33
18.5541,73.8100,34
18.5616,73.8069,35
18.5617,73.9165,36
18.5911,73.7475,37
18.5968,73.7903,38
18.9933,73.1154,39
19.0120,73.0354,40
19.1255,73.0136,41
19.1267,73.0137,42
19.1657,73.0751,43
19.2268,73.1625,44
19.2348,73.1225,45
19.9606,73.8283,46
19.9906,73.7624,47
22.2950,73.1647,48
22.3393,73.1785,49
24.6127,73.7030,50
26.2803,73.0192,51
29.9088,73.8811,52
12.8711,74.8427, 53
15.8415,74.5089,54
16.6988,74.2312,55
16.8604,74.5698,56
26.4809,74.6313,57
30.2267,74.9550,58
32.7091,74.8927,59
11.2585,75.7850,60
15.3480,75.1430,61
15.3646,75.1240,62
19.8657,75.3497,63
22.7211,75.8786,64
25.1369,75.8552,65
26.8543,75.7668,66
26.8554,75.8064,67
8.4812,76.9687,68
8.5012,76.9577,69
8.5140,76.9462,70
9.6010,76.5314,71
9.9539,76.3428,72
10.0142,76.3124,73
10.0271,76.3092,74
11.0082,76.9599,75
12.2979,76.6648,76
12.3328,76.6238,77
17.3258,76.8345,78
27.5806,76.6154,79
28.1947,76.6211,80
28.2013,76.8478,81
28.6126,76.9890,82
28.8941,76.5978,83
29.3909,76.9692,84
29.6921,76.9929,85
30.6951,76.8499,86
30.7052,76.8002,87
8.7283,77.7179,88
11.0242,77.0104,89
11.3336,77.7054,90
12.8653,77.6564,91
12.8792,77.5953,92
